statement,originator,true_verdict,predicted_verdict,correct
"Says an array of statistics show that conditions in some parts of Baltimore rival that of ""the West Bank in Palestine,"" ""North Korea,"" and ""distressed cities in Nigeria, India, China and South Africa.""",Bernie Sanders,mostly-true,true,False
"Says the New York Times reported that Hillary Clinton and George Soros ""paid (a) woman to accuse Trump of sexual attack.""",Bloggers,false,false,True
The murder rate in Atlanta is on the rise this year.,Atlanta neighborhood association,true,mostly-false,False
"Says Chuck Schumer said ""it’s racist to only allow citizens to vote.""",Bloggers,false,false,True
"The ""average taxpayer will see the equivalent of a 2 percent pay raise as a result of low fuel prices.""",Glenn Hegar,mostly-true,mostly-false,False
"""Over the past twenty years, the number of homicides committed with a firearm in the United States has decreased by nearly 40 percent. The number of other crimes involving the use of a firearm has also plummeted, declining by nearly 70 percent.""",Doug Whitsett,true,true,True
"A photo shows ex-Minneapolis police officer Derek Chauvin wearing a ""Make Whites Great Again Hat.""",Facebook posts,false,false,True
"In the plot to kidnap Michigan Gov. Gretchen Whitmer, ""the perps were ANTIFA and BLM anarchists.""",Viral image,mostly-false,mostly-false,True
"A proposed amendment ""allows a teenager to get a recommendation for medical marijuana without the consent of a parent.""",Don't Let Florida Go To Pot,half-true,true,False
"By the end of his first term, President Obama will have added as much debt as all the prior 43 presidents combined.",Mitt Romney,mostly-true,mostly-false,False
"""If you actually took the number of Muslims [sic] Americans, we'd be one of the largest Muslim countries in the world.""",Barack Obama,pants-fire,true,False
"""After every major conflict ... what happened was that we ultimately hollowed out the force, largely by doing deep, across-the-board cuts.""",Leon Panetta,half-true,true,False
"""The Tax Foundation figures Rhode Island as the 10th highest state for state and local tax burden per capita in the country. We're the 6th worst in the country for the business tax index. We're the 3rd highest per capita in the country for all taxes.""",Peter Palumbo,mostly-false,true,False
"""We've recovered (from the recession) faster and come farther than almost any other advanced country on Earth.""",Barack Obama,mostly-true,true,False
"Chuck Grassley was ""voting to slash Medicare"" when voting against the debt ceiling bill.",Abby Finkenauer,half-true,mostly-false,False
"""Martin Luther King said our lives begin to end the day we become silent on things that matter.""",Dan Patrick,half-true,true,False
"Many uninsured Americans are ""young.""",Rand Paul,mostly-true,mostly-false,False
Tim Kaine broke a campaign promise not to raise taxes.,Republican Party of Virginia,mostly-false,mostly-false,True
"""Judge Rules Over 200,000 Biden Votes Are Illegitimate In Wisconsin.""",Facebook posts,false,pants-fire,False
"""We’ve had about 3,000 murders"" in connection with lax border security.",Greg Abbott,pants-fire,mostly-false,False
"If the U.S. didn't borrow $1.2 trillion every year ""to fund government operations,"" that money would be available ""for entrepreneurs and business people to put to work creating jobs and building and expanding their businesses.""",Mark Neumann,false,mostly-false,False
"Rick Scott ""doesn't have any ties to a lobbyist.""",Jennifer Carroll,pants-fire,true,False
"Says ""Cape May, Cumberland, Salem and part of Atlantic counties are all south of the Mason-Dixon line.""",Raymond Bateman,false,false,True
"""Social Security is a Ponzi scheme.""",John Loughlin,false,false,True
"Says the changes to the State Health Plan ""will DENY North Carolina state employees, retirees, and their families of in-network access to critical healthcare services.""",North Carolina Healthcare Association,half-true,mostly-false,False
"John Kitzhaber created 128,000 new jobs while governor.",John Kitzhaber,half-true,mostly-false,False
"""If your plan is the result of collective bargaining, no subsequent changes by anybody -- insurance companies, Obamacare -- can force your grandfathered policy to change.""",Rush Limbaugh,mostly-false,true,False
"""Thanks to the insane tax-and-spending spree of President Joe Biden and Democrats in Washington, we are seeing six straight months of raging inflation.""",Rick Scott,mostly-false,mostly-false,True
"Says ""Harry Reid has a better voting attendance record than these three Congressmen!""",Eugene Yu,mostly-true,mostly-false,False
Obama wants to increase the size of government by 23 percent.,John McCain,pants-fire,mostly-false,False
"""Most Americans favor keeping Title 42 in place.""",Thom Tillis,half-true,mostly-false,False
"Says U.S. Rep. Ann McLane Kuster used $293,000 of taxpayer money to send campaign mail.",Marilinda Garcia,mostly-false,mostly-false,True
"President Donald Trump’s budget ""threatened to cut $2 trillion from Social Security, Medicare and Medicaid""",Hakeem Jeffries,false,mostly-false,False
"""In campaigns in the past with Sen. McCain and President George W. Bush and others, they have tended to release tax records in April.""",Mitt Romney,half-true,true,False
"""At present spending levels, only citizens of New York have a greater local debt burden than Texans.""",Debra Medina,true,mostly-false,False
"""With a stroke of a pen, the (U.S. Supreme Court) decided to overrule the 100-year-old ban on corporate expenditures.""",Charles Schumer,mostly-false,true,False
"A letter from Mississippi Gov. Tate Reeves says that at ""the beginning of October 2020 the statewide mask requirements will be abolished.""",Viral image,false,mostly-false,False
Most voters prefer zombies to the current U.S. Congress.,Edward Lindsey,true,pants-fire,False
"""Studies show that if we opened one reserve in Alaska now, in five years, gas prices could be at $2 a gallon.""",Stephen Fincher,false,mostly-false,False
"Says Rick Scott ""raised property taxes.""",Charlie Crist,mostly-false,mostly-false,True
"When it comes to the state deficit, Wisconsin is ""proportionally in as much trouble as the State of California.""",Alberta Darling,half-true,mostly-false,False
"Says Jon Ossoff wants to ""allow illegal immigration.""",Donald Trump,mostly-false,mostly-false,True
"As a prosecutor, Wisconsin Supreme Court Justice David Prosser did not investigate or file charges in a case involving 30-year pedophile priest, then participated in cover-up.",Greater Wisconsin Committee,mostly-false,true,False
"Says Gov. Doug Ducey wants to use ""taxpayer dollars to increase the salaries of private prison guards.""",Arizona House Democrats,mostly-true,mostly-false,False
"""Migrants DEMAND $50,000 each to go home, or else …""",Bloggers,mostly-true,pants-fire,False
"""Jeff Greene only moved from California to Florida in the last two years. In fact, he would not legally be allowed to run for any other statewide office because he has not lived here long enough to meet the residency requirement.""",Kendrick Meek,true,true,True
"""We have an Army that just cut 40,000 spots.""",Marco Rubio,mostly-true,true,False
"""Bill White has presided over the construction of what may be the world's largest abortion clinic.""",Republican Party of Texas,pants-fire,true,False
"""I did not — I did not — I do not say that. I do not say that"" climate change is a hoax perpetrated by the Chinese.",Donald Trump,mostly-false,mostly-false,True
"""The study of the Savannah River Estuary . . . clearly demonstrates the project can be constructed and [environmental] impacts will be mitigated.""",Curtis Foltz,half-true,mostly-false,False
"Says Italy arrested a doctor ""for intentionally killing over 3,000 coronavirus patients.""",Bloggers,pants-fire,false,False
"A sign in Dearborn, Mich., for the Advancement of Islamic Agenda for America says, ""Allah be praised. America we will kill you all and nothing you can do to stop it.""",Facebook posts,pants-fire,false,False
Says the logo of a porn website appeared during a CNN broadcast.,Instagram posts,false,mostly-false,False
"Florida’s regulations on the payday lending industry are ""stronger than almost any other state.""",Patrick Murphy,false,mostly-false,False
"""In the history of the United States, 168 presidential nominees have been filibustered, 82 blocked under President Obama, 86 blocked under all the other presidents.""",Harry Reid,mostly-true,true,False
"""While serving as Town Supervisor, Nate McMurray voted to raise taxes on homeowners.""",Chris Jacobs,true,mostly-false,False
"Says ""90% of policemen are for"" expanding background checks to all gun sales.",Richard Durbin,mostly-true,mostly-false,False
Bob Barr has changed his position on the Defense of Marriage Act over the years.,Edward Lindsey,true,true,True
"Says Texas has one state inspector for every 4,500 oil and gas wells.",Jeff Weems,true,mostly-false,False
"Says Maxine Waters tweeted, ""Every single gun owner I have talked to has told me, ‘As soon as I walked out of that gun store, I felt a killer growing inside of me.’ When will we acknowledge there is no such thing as a responsible gun owner?""",Viral image,false,mostly-false,False
"Says it’s a ""statistical reality that most single moms are very poor, under-educated, can't get a job, and if it weren't for government assistance, their kids would be starving to death.""",Mike Huckabee,mostly-false,true,False
"Says the House impeachment vote was the third by Democrats — ""They tried to impeach Trump for criticizing the NFL and for some other things.""",Mike Gallagher,false,mostly-false,False
"""Every time we've cut the capital gains tax, the economy has grown. Whenever we raise the capital gains tax, it's been damaged.""",Grover Norquist,false,mostly-false,False
"""Of all the people in federal prison for possession of illegal substances, 77 percent of them are not citizens of the United States.""",Louie Gohmert,half-true,mostly-false,False
"""The typical Wisconsin worker makes $5,000 less each year than our neighbors in Minnesota"" under Gov. Scott Walker’s policies.",Mary Burke,mostly-true,mostly-false,False
"""While I was working on those streets watching those folks see their jobs shift overseas, you were a corporate lawyer sitting on the board at Wal-Mart.""",Barack Obama,true,true,True
"""The latest Quinnipiac poll found that nearly six-in-ten Americans oppose ObamaCare -- 30% support the law and 57% oppose it.""",Republican National Committee,half-true,true,False
"Says Dino Rossi ""stripped"" health care ""from 45,000 children.""",House Majority PAC,mostly-true,mostly-false,False
"Says that under President Obama, there’s been a substantial increase in federal government jobs.",Rob Portman,false,mostly-false,False
"McCain ""said no to higher fuel-efficiency standards for cars.""",Barack Obama,mostly-false,mostly-false,True
"When it comes to aid, ""the United States is still about half as what European countries give as a percentage.""",Bono,half-true,mostly-false,False
"""Cuomo ended cash bail ... and now the crime rate has gone through the roof.""",Donald Trump,false,mostly-false,False
"""Remember, the American Revolution began when they came for the guns.""",Eric Burlison,half-true,true,False
"""Community banks … are being destroyed by Dodd-Frank.""",Newt Gingrich,false,mostly-false,False
"Quotes Trump as saying ""would you really want a president who was dumb enough to let himself get drafted?""",Facebook posts,pants-fire,mostly-false,False
"""NASA admits that man-made climate change is a hoax!""",Viral image,false,false,True
"""Do this research … watch how much crime picks up if you take away [football].""",Ray Lewis,false,mostly-false,False
"""Final election 2016 numbers: Trump won"" the popular vote.",Bloggers,pants-fire,false,False
Thousands of cattle that recently died in Kansas weren’t killed by the heat.,Facebook posts,false,true,False
"Says the ""public option"" considered in the health care law backed by U.S. Senate candidate Tammy Baldwin was ""wildly unpopular.""",U.S. Chamber of Commerce,false,mostly-false,False
"""Ohio is losing over 700 family farms a year, some of them just to pay the inheritance tax.""",Jim Zehringer,true,true,True
"Says ""Russ Feingold cut Medicare by $523 billion.""",Ron Johnson,mostly-false,mostly-false,True
"""We’ve now gained private sector jobs 12 months in a row.""",Tim Kaine,mostly-true,mostly-false,False
"""If you look at states that are right to work, they constantly do not have budget deficits and they have very good business climates.""",Nicholas Kettle,mostly-false,mostly-false,True
Says Democratic Party created the Ku Klux Klan.,Stephen Martin,false,false,True
"""The Spanish High Court has announced (COVID-19) is a bio weapon with a patent, not a virus.""",Facebook posts,false,pants-fire,False
"""Credit agency says Rep. Gibbs recklessly caused downgrade, higher interest rates.""",Democratic Congressional Campaign Committee,false,mostly-false,False
"Says U.S. Rep. Ron Kind has ""spent more $ in 100+ days than was spent fighting WWII",Derrick Van Orden,false,pants-fire,False
"It was ""the left"" that ""finally"" made Juneteenth a national holiday.",Diamond and Silk,half-true,mostly-false,False
"Members of Congress ""receive full pay retirement after serving one term.""",Chain email,pants-fire,false,False
"""Buck wants to privatize Social Security.""",Michael Bennet,half-true,mostly-false,False
"Atlanta Mayor Kasim Reed became a city resident in the last annexation, opening the door to his candidacy.",Keisha Lance Bottoms,mostly-true,true,False
"""The CEO of the company that owns Wendy’s, Taco Bell, and Pizza Hut donated $400,000 towards Trump’s re-election campaign.""",Facebook posts,mostly-false,mostly-false,True
"Ron Klein ""sponsored an amendment that specifically allows price gouging.""",We Love USA PAC,false,mostly-false,False
"Capital punishment is a ""specific deterrent with the most heinous crimes.""",Jeff Bartos,mostly-false,mostly-false,True
"Says that in his book, Rick Perry said that ""Social Security is unconstitutional.""",Mitt Romney,mostly-true,true,False
"""Democrats are responsible for the massive spending and debt growth, they alone need to take responsibility for raising the debt limit.""",Rick Scott,mostly-false,mostly-false,True
Says that 9 million to 50 million undocumented immigrants live in the United States.,Texas Federation of Republican Women,mostly-false,mostly-false,True
"Says the Biden administration is choosing to send baby formula to the border as one of its ""out-of-touch priorities.""",Greg Abbott,mostly-false,mostly-false,True
Photo shows an ice mass hanging inside a Houston home during Texas winter storms.,Facebook posts,false,true,False
"""Our campaign depends on small donations for the majority of our support.""",Hillary Clinton,mostly-false,true,False
A photo shows paleontologists in Greece discovering the skeleton of a giant.,Facebook posts,pants-fire,mostly-false,False
"Says Rep. Jim Renacci was ""trying to leave town for the holidays without extending your payroll tax cut.""",Democratic Congressional Campaign Committee,false,mostly-false,False
"""Now, they’re doing tests on airlines — very strong tests — for getting on, getting off. They’re doing tests on trains — getting on, getting off.""",Donald Trump,pants-fire,true,False
"The United States can immediately tap a domestic energy resource of ""more than 1.5 trillion barrels of oil, six times more than Saudi Arabia.""",Eric Hovde,mostly-false,pants-fire,False
"""Of the 18 stadiums built from 2004 to 2013, 47 percent of the total cost came from public sources.""",Duriya Farooqui,mostly-true,mostly-false,False
"""Breaking: FBI just raided the White House, 6 people thrown out.""",New Century Times,false,false,True
"""We defied the stand-down orders"" during the Benghazi attack.",Mark Geist,mostly-false,true,False
"""Americans are traveling to Canada to pay 12 times less for insulin than they would here in the US.""",Rick Scott,half-true,mostly-false,False
Says Charlie Crist could have expanded Medicaid after the health care law passed but didn't.,Rick Scott,mostly-false,true,False
"The Americans for Tax Reform pledge ""relates to new taxes that were going to be initiated by legislative action.""",Nathan Deal,false,true,False
Says a majority of Americans -- and Republicans -- support his approach for deficit reduction.,Barack Obama,mostly-true,mostly-false,False
"""FBI uncovers evidence that 62 million Trump voters are all Russian agents!""",Bloggers,pants-fire,pants-fire,True
"Countries with a higher minimum wage than the United States’ $7.25 an hour include Denmark at $21, Australia at $15.81, Germany at $11 and France at $12.35.",Facebook posts,half-true,mostly-false,False
Says 11 soccer players on the U.S. Men’s National Team are immigrants.,Nancy Pelosi,false,mostly-false,False
"Obama plans ""a tax increase for everyone earning more than $42,000 a year.""",John McCain,false,mostly-false,False
"Says EPA regulation of greenhouse gases will endanger 575 Texas dairy facilities, 58 swine operations, 1,300 corn farms and 28,000 beef cattle operations.",Todd Staples,false,mostly-false,False
"""I spent 18 months putting together the sanctions against Iran so that we could force them to the negotiating table.""",Hillary Clinton,mostly-true,true,False
"""Joe Biden is the only candidate with a plan to get us out of Iraq and keep us out.""",Joe Biden,half-true,mostly-false,False
"Says Wisconsin Supreme Court candidate JoAnne Kloppenburg ""put an 80-year-old farmer in jail for refusing to plant native vegetation on his farm.""",Citizens for a Strong America,pants-fire,false,False
"Florida has the ""third most-regressive tax"" structure.",Nan Rich,mostly-true,true,False
"""More Americans receive food aid than work in (the) private sector.""",Allen West,false,mostly-false,False
"Says ""43 of Joe’s legislative proposals have become law, including 21 since President Trump took office.""",Joe Donnelly,mostly-true,mostly-false,False
"""I co-sponsored the Rebuild America Jobs Act"" for transportation and infrastructure.",Jeff Merkley,false,true,False
"""Military Arrests Biden’s Sec. of Agriculture Tom Vilsack.""",Bloggers,pants-fire,false,False
"The United States has ""an immigration system where only 6.5 percent of people who come here, come here based on labor and skill.""",Marco Rubio,mostly-true,mostly-false,False
"Last year, Beaverton School District had the highest number of homeless students ever recorded in Oregon.",Beaverton,false,mostly-false,False
"""99 percent of all new income today (is) going to the top 1 percent.""",Bernie Sanders,mostly-true,mostly-false,False
"Says Rihanna hired ""five planes that carried 90,000 liters of water to support the fire control"" in the Amazon rainforest.",Facebook posts,false,false,True
"""Millions of hardworking Americans will no longer have to worry about unexpected medical bills.""",Joe Biden,mostly-true,true,False
"Says Donald Trump ""proposes cutting a half a billion dollars of local police support.""",Joe Biden,mostly-true,mostly-false,False
"Says Sen. Kay Bailey Hutchison ""took 154 private flights all funded by taxpayers"" though ""commercial flights were readily available at a fraction of the cost.""",Rick Perry,half-true,mostly-false,False
"""200,000 students attempt suicide every year on college campuses.""",Marjorie Sanfilippo,half-true,true,False
"Says ""my plan is a property tax cut.""",Stephen Sweeney,half-true,true,False
"Says that Mitt Romney's response to the crisis in the auto industry was, ""Let Detroit go bankrupt.""",Jennifer Granholm,half-true,true,False
"The United States is the leading nation in the world ""with the highest amount of doubt about the conventional wisdom of climate change.""",Rush Limbaugh,mostly-true,pants-fire,False
"Unvaccinated people ""are making the vaccinated people sick and die, but the unvaccinated people are not dead or sick.""",Viral image,false,mostly-false,False
"""The latest unemployment numbers have shown that nearly 315,000 Americans have simply given up hope when it comes to finding a job.""",Paul Broun,false,true,False
"""Our (COVID-19) numbers are better than almost all countries.""",Donald Trump,false,mostly-false,False
Says Joe Biden called for a jihad in a video.,The Gateway Pundit,false,pants-fire,False
"""Less than 500 people a year killed by all rifles combined"" and ""4,000 a year killed by illegals.""",Facebook posts,mostly-false,mostly-false,True
"""BUSTED: NASA Accidentally destroys every climate change advocate by exposing massive truth behind Antarctica.""",AmericanNews.com,false,pants-fire,False
New food safety legislation will regulate backyard gardening.,Bloggers,pants-fire,false,False
State lawmakers are spending taxpayer money for parking that billionaire Arthur Blank could build while paying some state employees so little they are on food stamps.,Tyrone Brooks,half-true,true,False
"Photo shows ""MAYHEM in Oregon!""",Viral image,false,mostly-false,False
"Says Sen. Thom Tillis ""doesn’t think restaurant workers should have to wash their hands.""",Majority Forward,false,mostly-false,False
"Says that over the past 20 years, Texas public school spending rose 142 percent and per-pupil spending more than tripled when adjusted for inflation.",Jason Isaac,mostly-false,mostly-false,True
"""All schools in Canada are closed for the rest of the school year, each family will receive $950 every two weeks for the next 15 weeks, banks were notif(ied) to suspend mortgage payments for at least 6 months, and student loans deferred.""",Facebook posts,half-true,mostly-false,False
"""Tennessee new law passed 48 hours ago now makes it illegal to teach Black history in the grades K-12.""",Facebook posts,mostly-false,mostly-false,True
"Says that despite a recent increase in school funding, Scott Walker ""has taken over a billion dollars from the public schools.""",Tony Evers,mostly-false,mostly-false,True
"""Obamacare ... will kill jobs across America.""",U.S. Chamber of Commerce,false,mostly-false,False
Says Texas ranks first among the states in the amount of carbon dioxide emitted and toxic chemicals released into water.,Sacramento Bee Editorial Board,half-true,true,False
"In the United States, ""we tax our exports and don't tax our imports.""",Paul Ryan,half-true,mostly-false,False
"""Big pharmaceuticals pay off — they literally pay off — generics to keep the prices and the competition off the market.""",Amy Klobuchar,true,mostly-false,False
"""Kansas City Chiefs QB Patrick Mahomes has left training camp and says he will ‘not play another down in the NFL’ until the team changes their name.""",Facebook posts,pants-fire,false,False
"Says Susana Mendoza is a supporter of the death penalty who could administer it herself and ""‘...sleep like a baby at night…’""",Toni Preckwinkle,pants-fire,mostly-false,False
"Says 7,000 millionaires ""gamed the system to pay no income taxes.""",Tammy Baldwin,false,mostly-false,False
"""Many presidents don’t get the chance to put a Supreme Court justice on.""",Donald Trump,false,true,False
"""The Democratic leader in the Senate, Harry Reid, has blocked any vote on the Keystone pipeline for years.""",Chris Wallace,half-true,true,False
"""(George) LeMieux never requested a single earmark and pushed to ban them all.""",George LeMieux,half-true,mostly-false,False
"Says Oregon state employees received a ""catch-up"" pay raise in 1981 -- just two years after they agreed not to take a raise in exchange for a retirement benefit.",Dennis Richardson,false,mostly-false,False
"Barack Obama supports plans to raise ""income taxes ... payroll taxes.""",Sarah Palin,half-true,mostly-false,False
"""One percent of the American people make over 21 percent of all the income in America. That wasn’t the way before George Bush became president.""",Joe Biden,half-true,true,False
Says Gov. Rick Scott allowed Republican legislators to cut his teacher pay raise proposal by 60 percent.,Allison Tant,false,true,False
"The DREAM Act ""was written by members of both parties. When it came up for a vote a year and a half ago, Republicans in Congress blocked it. The bill hadn’t changed. ... The only thing that had changed was politics.""",Barack Obama,mostly-true,true,False
"""For most black people in the history of this country … it was illegal to pass as a white person. You were actually put in jail if you tried to pass.""",Michael Skolnik,half-true,true,False
"""Every year since Gov. Walker and the Republicans have been in control of the Legislature we’ve created fewer jobs, according to the Bureau of Labor Statistics.""",Brett Hulsey,false,mostly-false,False
"""The unemployment rate among blacks in Texas is 9.5% -- far more than double white unemployment -- and wages have fallen for black workers in Texas since 2000.""",Texas Organizing Project,true,true,True
"""There’s no money"" for Planned Parenthood in the bill that would keep the government open.",Tom Cole,true,mostly-false,False
"When he worked for AT&T, he ""was responsible for large parts in a $5 billion organization.""",John Albers,false,mostly-false,False
"""Nearly all of the top 50 prescribers of oxycodone in the United States are in Florida.""",Jeff Kottkamp,true,true,True
"""In two terms in the Missouri General Assembly, Jason Kander passed ZERO bills that were signed into law.""",One Nation PAC,mostly-false,mostly-false,True
"In 2017, ICE ""arrested more than 127,000 illegal immigrants with criminal convictions or facing charges of breaking our nation's’ laws,"" and removed nearly 5,000 gang members.",Mike Pence,true,true,True
"""The CDC has removed the ‘Covid-19 Pandemic’ and replaced it with ‘Covid-19 Outbreak’ on their website. It was never a pandemic.""",Facebook posts,pants-fire,mostly-false,False
"Says Oregonians for Food and Shelter ""proudly features board members from Monsanto and Syngenta and the (Oregon) Farm Bureau also receives funding from biotech companies.""",Rick North,true,true,True
"""In 1998, nearly half of Florida's fourth-graders were functionally illiterate. Today, 72% of them can read.""",Jeb Bush,mostly-true,true,False
"The EPA ""wants to hire 230,000 new government regulators that will cost the taxpayer $21 billion.""",Allen West,false,pants-fire,False
"Says Wisconsin ""hadn’t been won by a Republican since Dwight D. Eisenhower, in 1952. And I won Wisconsin. …  Ronald Reagan, remember, Wisconsin was the state that Ronald Reagan did not win.""",Donald Trump,pants-fire,true,False
"Multnomah County’s food action plan ""clearly plans to disrupt the free market system in terms of food choices making it harder and more expensive for many residents to eat their food of choice.""",Roxanne Ross,pants-fire,true,False
"""AARP endorses Biden and gives financial support to Planned Parenthood.""",Facebook posts,false,mostly-false,False
"""America (is) trying to overthrow the Ukraine government just as the shadow government has infiltrated and overthrown the US government.""",Facebook posts,false,pants-fire,False
"Under the Iran nuclear deal, ""we give them $150 billion, we get nothing.""",Donald Trump,false,mostly-false,False
"Says Donald Trump was ""forced to file for bankruptcy not once, not twice, four times.""",Carly Fiorina,mostly-true,mostly-false,False
"Says Thom Tillis has been ""blocking his own party’s efforts to reduce the cost of prescription drugs.""",Cal Cunningham,half-true,mostly-false,False
"Dave Brat ""worked on Democrat Gov. Tim Kaine’s Council of Economic Advisors while Kaine tried to raise our taxes by over $1 billion.""",Eric Cantor,mostly-true,mostly-false,False
"The ""highest economic growth decade was the 1960s. Income tax rates were 90 percent.""",Bill Gates,mostly-true,mostly-false,False
"""Ganley said that if elected, he wants to ‘cut the dickens’ out of Social Security, Medicare and Veterans’ benefits.""",Betty Sutton,pants-fire,true,False
"Barack Obama’s Columbia University ID says he was a foreign student and went by ""Barry Soetoro.""",Facebook posts,pants-fire,false,False
"""During the last election, Democrats won over a million votes more than Republicans, but because of the way districts are designed, the Republicans got 33 more members of the House of Representatives than the Democrats did.""",Lloyd Doggett,mostly-true,mostly-false,False
"""Black Lives Matter of Atlanta Charged with Wire Fraud, Money Laundering and Allegedly Using almost 500k in Donations For Personal Use.""",Tweets,false,mostly-false,False
"""Gas in Canada is $9.00 a gallon.""",Instagram posts,false,false,True
"Deaths from vaccines have totaled 1,621 from Johnson & Johnson, 4,799 from Moderna, 13,039 from Pfizer and 73 from unknown vaccines. And this is an undercount because ""only 1% of deaths are reported.""",Instagram posts,false,pants-fire,False
Sarah Huckabee Sanders dressed up as KKK member on Halloween in 1993.,Bloggers,pants-fire,false,False
"""By the year 2015 (Medicaid will) take up half our budget.""",Pam Bondi,mostly-false,true,False
"""Nobody's ever seen a number like this… (33.1%) economic growth is four times greater than what the experts expected.""",Donald Trump,half-true,mostly-false,False
"""The Vaccine Adverse Event Recording System shows that 5,946 people have died because of the"" COVID-19 vaccine.",TikTok posts,false,mostly-false,False
"The government ""made accommodation to the Fort Hood shooter to let him grow a beard"" for religious reasons.",Mike Huckabee,mostly-false,true,False
"""If you’re a single mom, and you’ve two kids in the city of Richmond, you can almost make $50,000 a year on the public dole.""",Bryce Reeves,mostly-true,pants-fire,False
"""Supreme Court Shakes Up 2020 Election, Assigns Conservatives To Swing State Circuit Courts.""",GOP Daily Brief,mostly-false,mostly-false,True
"""I have the No. 1 show on NBC.""",Donald Trump,half-true,mostly-false,False
"""Since 9/11, right-wing extremists (incl anti-abortion, anti-gov) have killed more Americans than Islamic extremists.""",Sally Kohn,half-true,true,False
Say Texas U.S. Reps. Eddie Bernice Johnson and Sheila Jackson Lee are among open Socialists in Congress.,Bloggers,pants-fire,mostly-false,False
"Says Donald Trump hired illegal workers ""from Poland and he had to pay a million dollars or so in a judgment.""",Marco Rubio,half-true,mostly-false,False
"Under the House Republican tax plan, in Wisconsin, ""the median household of four gets about a $2,000 tax cut, on average.""",Paul Ryan,half-true,true,False
"Says the governors of Michigan, New York and Nevada ""have issued orders banning the prescription of hydroxychloroquine to patients with COVID-19.""",Facebook posts,false,false,True
Finance experts estimate that paying in cash for the $2.5 billion in projects funded by the sales tax saved Gwinnett County more than $1 billion in interest payments.,Charlotte Nash,true,true,True
The Wisconsin Department of Corrections is considering implementing mandatory physical fitness testing for security staff.,Chain email,pants-fire,mostly-false,False
"""More than 400 car crashes occur each year on the current, congested Columbia River Bridge.""",Dennis Richardson,false,true,False
"""Our debt now is about $140,000 per household.""",Rob Portman,mostly-true,true,False
"""There’s pretty much no question that [the curfew ordinances] aren’t effective in either reducing crime or preventing harm to young people.""",Mike Males,mostly-true,true,False
"""Zero percent of kids in Cairo are college-ready.""",Chris Kennedy,false,mostly-false,False
"""Facebook removes, censors Declaration of Independence as ‘hate speech’""",Bloggers,half-true,mostly-false,False
"Oil money from federal leases ""can only be used to clean up the mess and damages from drilling.""",Bill Nelson,mostly-true,mostly-false,False
"""Fulton County has successfully reduced the number of pregnancies"" among 15- to 19-year-olds.",Fulton County Government,true,mostly-false,False
"""(Republicans) have the power to overturn the (state of emergency) order by joint resolution and they refuse to do it.""",Chris Larson,true,true,True
"According to crime statistics, ""riding MARTA has been becoming more and more safe over the years.""",Jim Durrett,half-true,mostly-false,False
"""Tommy Thompson created the first school choice program in the nation, giving thousands of Milwaukee students the choice of where they go to school – no matter where they live or how much money their parents make.""",Tommy Thompson,true,true,True
"""An April study found that about 70 percent of ads in this election cycle have been negative [due to SuperPACs], up from only 9 percent through the same period in 2008.""",Sheldon Whitehouse,mostly-true,true,False
"Says Donald Trump tweeted, ""Danny DeVito supports baby murder.""",Viral image,false,false,True
"Gov. Sarah Palin ""got precisely zero support for her call for Alaska's Democratic Senator Mark Begich to resign because Ted Stevens' corruption conviction was overturned.""",Rachel Maddow,false,true,False
"""Ohioans want an end to pay-to-play politics.""",Ed FitzGerald,false,true,False
Says the majority of Americans support gay marriage.,Anne Hathaway,mostly-true,mostly-false,False
"""Justice Kennedy quit because he and his son helped Trump launder illegal Russian money through Deutsche Bank.""",Bloggers,false,pants-fire,False
"""Rand Paul’s speech ... on 'Gattaca' was totally ripped off of Wikipedia.""",Rachel Maddow,true,true,True
No U.S. presidents elected before Donald Trump were racist.,Joe Biden,false,mostly-false,False
"Says Joe Biden ""attacked voters this primary,"" saying ""damn liar,"" ""full of s---"" and ""dog-faced pony soldier.""",Facebook posts,mostly-true,mostly-false,False
"""Tampa man loses testicles after trying to 'fill scuba tank with weed smoke.'""",Bloggers,pants-fire,false,False
"Says Jeb Bush ""said low-income women should ‘get their life together and find a husband.' """,Ultraviolet,mostly-true,mostly-false,False
The COVID-19 vaccines cause AIDS.,Facebook posts,pants-fire,false,False
"David Beckham’s soccer stadium would get a ""special tax deal that lets them off the hook for $2 million in taxes every year for 30 years.""",Miami Seaport Alliance,mostly-true,mostly-false,False
"""It was (Rob Portman’s) job to stop China’s illegal dumping of steel. He failed, looked the other way, did nothing.""",Ted Strickland,false,mostly-false,False
"Says Joe Biden said voting by mail is a way to ""fundamentally change this country,"" contradicting past statements by Barack Obama and Debbie Wasserman Schultz.",Republican National Committee,mostly-false,mostly-false,True
Says the lines on the signature Solo cup are actually markings to designate various measurements.,Viral image,false,true,False
"""It costs a hell of a lot more money to put somebody in jail than send them to the University of Virginia.""",Bernie Sanders,half-true,true,False
"""Joe Garcia raised utility rates on families.""",David Rivera,false,mostly-false,False
"Under President Barack Obama, income levels and unemployment numbers ""are worse now than just about ever"" for African-Americans.",Donald Trump,false,mostly-false,False
"Says a ""liberal"" immigration reform group endorsed his GOP primary opponent, Dave Brat.",Eric Cantor,false,true,False
Says television host Steve Harvey authored a pro-Trump rant about raccoons and exterminators.,Facebook posts,false,mostly-false,False
